id,doi,pdf_url,is_open_access,is_primary
W1495491215,https://doi.org/10.15835/buasvmcn-agr:11141,https://journals.usamvcluj.ro/index.php/agriculture/article/download/11141/9229,True,True
W1500012335,,https://opencommons.uconn.edu/uccgia_papers/1,True,True
W1601896467,https://doi.org/10.1111/j.1467-9671.2012.01351.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1467-9671.2012.01351.x,True,True
W1684369841,https://doi.org/10.52638/rfpt.2015.237,https://rfpt.sfpt.fr/index.php/RFPT/article/download/237/133,True,True
W1967328652,https://doi.org/10.3844/ajassp.2013.549.562,https://thescipub.com/pdf/ajassp.2013.549.562.pdf,True,True
W1987616999,https://doi.org/10.14358/pers.76.2.173,,,True
W1990158428,https://doi.org/10.1371/journal.pone.0028347,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0028347&type=printable,True,True
W1993242035,https://doi.org/10.1080/10824000409480650,https://www.tandfonline.com/doi/pdf/10.1080/10824000409480650?needAccess=true,True,True
W1997823313,https://doi.org/10.5194/isprsannals-i-4-13-2012,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/I-4/13/2012/isprsannals-I-4-13-2012.pdf,True,True
W2030925138,https://doi.org/10.1080/01431161.2012.725483,,,True
W2039083336,https://doi.org/10.3844/jcssp.2013.1472.1486,https://thescipub.com/pdf/jcssp.2013.1472.1486.pdf,True,True
W2046270904,https://doi.org/10.2747/1548-1603.47.1.135,https://www.tandfonline.com/doi/pdf/10.2747/1548-1603.47.1.135?needAccess=true,True,True
W2070627769,https://doi.org/10.1016/j.eij.2014.02.001,,,True
W2077793746,https://doi.org/10.3844/ajassp.2013.1398.1412,https://thescipub.com/pdf/ajassp.2013.1398.1412.pdf,True,True
W2094871978,https://doi.org/10.2747/1548-1603.48.4.566,https://www.tandfonline.com/doi/pdf/10.2747/1548-1603.48.4.566?download=true,True,True
W2095789877,https://doi.org/10.5194/isprsarchives-xl-8-7-2014,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-8/7/2014/isprsarchives-XL-8-7-2014.pdf,True,True
W2103196687,https://doi.org/10.14257/ijast.2013.59.05,https://doi.org/10.14257/ijast.2013.59.05,True,True
W2108508205,https://doi.org/10.5815/ijigsp.2014.01.10,http://www.mecs-press.org/ijigsp/ijigsp-v6-n1/IJIGSP-V6-N1-10.pdf,True,True
W2117970397,https://doi.org/10.3846/20296991.2014.962733,https://journals.vilniustech.lt/index.php/GAC/article/download/3222/2679,True,True
W2119913432,https://doi.org/10.3390/s101211259,https://www.mdpi.com/1424-8220/10/12/11259/pdf?version=1403313712,True,True
W2244704289,https://doi.org/10.5281/zenodo.1110452,,,True
W2297811497,https://doi.org/10.1016/j.atg.2016.03.002,,,True
W2317257828,https://doi.org/10.5121/sipij.2012.3409,https://doi.org/10.5121/sipij.2012.3409,True,True
W2467822068,,,,True
W2531891424,https://doi.org/10.1515/mgr-2016-0016,https://content.sciendo.com/downloadpdf/journals/mgr/24/3/article-p44.pdf,True,True
W2752706809,https://doi.org/10.1080/01431161.2017.1368099,,,True
W2779671510,https://doi.org/10.7897/2230-8407.0811241,https://doi.org/10.7897/2230-8407.0811241,True,True
W2801703976,https://doi.org/10.26833/ijeg.383054,,,True
W2803778394,https://doi.org/10.1155/2018/3702808,http://downloads.hindawi.com/journals/mpe/2018/3702808.pdf,True,True
W2890554532,https://doi.org/10.5194/isprs-archives-xlii-4-737-2018,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-4/737/2018/isprs-archives-XLII-4-737-2018.pdf,True,True
W2891928281,https://doi.org/10.7717/peerj.5487,,,True
W2906270115,https://doi.org/10.1109/tpami.2019.2952606,,,True
W2910163565,https://doi.org/10.1016/j.geog.2018.11.008,,,True
W2912632784,,https://elib.dlr.de/123118/1/soft_v11_n34_2018_16.pdf,True,True
W2944554003,https://doi.org/10.14393/rbcv71n1-2208,http://www.seer.ufu.br/index.php/revistabrasileiracartografia/article/download/47617/25726,True,True
W2950013988,https://doi.org/10.5614/j.eng.technol.sci.2019.51.2.3,http://journals.itb.ac.id/index.php/jets/article/download/7562/4124,True,True
W2959845550,,,,True
W2964079288,https://doi.org/10.5515/kjkiees.2019.30.1.28,http://www.jkiees.org/download/download_pdf?pid=jkiees-30-1-28,True,True
W2998038413,https://doi.org/10.30897/ijegeo.710508,https://dergipark.org.tr/en/download/article-file/1097001,True,True
W3001417069,https://doi.org/10.1002/asl.956,,,True
W3005120054,https://doi.org/10.24425/gac.2019.128466,http://journals.pan.pl/Content/112069/PDF/01_GC_2_2019.pdf,True,True
W3035097439,https://doi.org/10.3390/land9060197,https://www.mdpi.com/2073-445X/9/6/197/pdf?version=1592823372,True,True
W3109592921,https://doi.org/10.1016/j.jksuci.2020.11.028,,,True
W3111434830,https://doi.org/10.18280/ts.370509,https://www.iieta.org/download/file/fid/44632,True,True
W3134215161,https://doi.org/10.36548/jiip.2021.1.002,https://doi.org/10.36548/jiip.2021.1.002,True,True
W3174800867,https://doi.org/10.3390/genes12071004,https://www.mdpi.com/2073-4425/12/7/1004/pdf?version=1625128253,True,True
W3189741760,https://doi.org/10.21608/asejaiqjsae.2015.2940,https://asejaiqjsae.journals.ekb.eg/article_2940_3d24cbdeafc0b2798042936f8c8b10e2.pdf,True,True
W3207278005,https://doi.org/10.3390/rs13204117,https://www.mdpi.com/2072-4292/13/20/4117/pdf?version=1634611508,True,True
W3212666740,https://doi.org/10.1016/j.landusepol.2021.105842,,,True
W4225077961,https://doi.org/10.3390/ijgi11020097,https://www.mdpi.com/2220-9964/11/2/97/pdf?version=1644500373,True,True
W4226114465,https://doi.org/10.3390/ijgi11040234,https://www.mdpi.com/2220-9964/11/4/234/pdf?version=1649226464,True,True
W4229454746,https://doi.org/10.32854/agrop.v15i4.1959,https://www.revista-agroproductividad.org/index.php/agroproductividad/article/download/1959/1807,True,True
W4255000078,https://doi.org/10.35940/ijeat.a1043.1091s19,https://doi.org/10.35940/ijeat.a1043.1091s19,True,True
W4310355414,https://doi.org/10.30897/ijegeo.1080023,https://dergipark.org.tr/en/download/article-file/2278667,True,True
W4311519329,https://doi.org/10.3390/robotics11060142,https://www.mdpi.com/2218-6581/11/6/142/pdf?version=1670409351,True,True
W4320030387,https://doi.org/10.2478/geosc-2022-0010,,,True
W4321494915,https://doi.org/10.48128/pisg/2022-67.4-02,https://wgsr.uw.edu.pl/pisg/wp-content/uploads/2023/02/PiSG_67.4-02.pdf,True,True
W4366417609,https://doi.org/10.3390/land12040912,https://www.mdpi.com/2073-445X/12/4/912/pdf?version=1681886475,True,True
W4379511221,https://doi.org/10.20502/rbg.v24i2.2322,https://www.rbgeomorfologia.org.br/rbg/article/download/2322/386386799,True,True
W4381249050,https://doi.org/10.1109/jstars.2023.3287347,https://ieeexplore.ieee.org/ielx7/4609443/4609444/10154623.pdf,True,True
W4382395811,https://doi.org/10.24425/agg.2022.141922,http://journals.pan.pl/Content/127689/PDF/art-e35_internet.pdf,True,True
W4387258363,https://doi.org/10.21005/pif.2023.55.c-03,https://doi.org/10.21005/pif.2023.55.c-03,True,True
W4388234781,https://doi.org/10.37943/15xndz6667,http://journal.astanait.edu.kz/index.php/ojs/article/download/405/158,True,True
W4388982114,https://doi.org/10.1111/1758-2229.13218,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1758-2229.13218,True,True
W4389682327,https://doi.org/10.47164/ijngc.v14i4.1121,,,True
W4390647563,https://doi.org/10.1145/3639269,,,True
W4391004470,https://doi.org/10.54097/v4001r20,https://drpress.org/ojs/index.php/ajst/article/download/15455/14992,True,True
W4391267397,https://doi.org/10.13107/jcorth.2023.v08i02.578,http://jcorth.com/wp-content/uploads/2023/12/Article-4-Dr.-Parag-Ashok-Editorial.pdf,True,True
W4391849320,https://doi.org/10.1016/j.cogsys.2024.101216,,,True
